Date,Equal_Weighted_Value,Custom_Weighted_Value
2022-10-25,87854.1062541379,96165.54827291878
2022-10-26,82343.06996244435,91237.89459197159
2022-10-27,80181.04160318962,88786.41480367848
2022-10-28,84454.86224007614,93995.43061328036
2022-10-31,83054.25729670077,92476.54722805535
2022-11-01,80912.87285463884,90401.51189187547
2022-11-02,77909.38661733452,87056.62720814253
2022-11-03,75060.82281493032,83807.94376553617
2022-11-04,76790.57996483806,85197.07247276304
2022-11-07,78204.35074533969,86487.3011397654
2022-11-08,78548.36693052054,86861.85521752838
2022-11-09,76715.23999608713,84615.21586206109
2022-11-10,83032.89552874495,91750.85808631664
2022-11-11,84764.38189347634,93585.14958668388
2022-11-14,83652.54665741503,92371.7432585667
2022-11-15,84830.36437614003,93497.07919213345
2022-11-16,84764.12061310341,93236.63931192216
2022-11-17,84984.71640166867,93743.11781428751
2022-11-18,84770.09538535429,93689.5929345714
2022-11-21,83723.96365544583,92418.73804246941
2022-11-22,84900.01011745557,93717.9156952922
2022-11-23,85773.40138414557,94560.53308827204
2022-11-25,84912.41373723645,93431.7423024097
2022-11-28,83104.23405730572,91285.49606839017
2022-11-29,82106.51256409356,89994.7755120402
2022-11-30,86790.63831869338,94941.79733343785
2022-12-01,86794.33635132128,94981.35593973493
2022-12-02,86576.72411791091,94754.71835283966
2022-12-05,85525.06004886088,93658.09298244934
2022-12-06,83506.53948591948,91428.81225848696
2022-12-07,82452.13371915382,90330.07625827251
2022-12-08,82770.30389976961,90980.01003938228
2022-12-09,82195.63651290556,90434.44228467738
2022-12-12,83577.88207128308,92052.83841677643
2022-12-13,84946.07376127614,93305.07078428556
2022-12-14,84373.4242519952,92503.69497729138
2022-12-15,80912.5463285279,88631.55953332945
2022-12-16,79873.33611355208,87407.1461788922
2022-12-19,78451.53724862887,85904.94920336624
2022-12-20,78756.02855842127,86139.60652885036
2022-12-21,79831.76612580002,87554.54391085681
2022-12-22,77979.17273307682,85487.51393459903
2022-12-23,78400.76329153663,85712.44632737388
2022-12-27,77305.41071628676,84573.52745170155
2022-12-28,75846.48062674845,82750.59633786163
2022-12-29,77975.3237098837,85075.96821061653
2022-12-30,77846.51145635221,85012.64838395918
2023-01-03,77111.68270933806,83568.6930976533
2023-01-04,75952.47802462222,82707.96118828203
2023-01-05,74393.2521914282,81180.95787929876
2023-01-06,75925.86159307187,83176.19212835425
2023-01-09,76472.80690392853,83718.71061068049
2023-01-10,76896.41496346553,84172.65292380632
2023-01-11,79111.30205272864,86414.9865985392
2023-01-12,79289.58452438113,86616.71549346847
2023-01-13,79923.93986243161,87321.597174776
2023-01-17,80041.9039549451,87669.18798123613
2023-01-18,79344.97262121773,86904.34909052869
2023-01-19,79481.73524368362,86862.80582130868
2023-01-20,82353.04303285037,89556.92200781842
2023-01-23,83763.54041187036,91196.6213305655
2023-01-24,83397.57647110149,91212.57433498242
2023-01-25,82397.01748246686,90373.46767787605
2023-01-26,84310.58752588909,92311.67018276932
2023-01-27,85246.44199771281,93311.39646961489
2023-01-30,83356.99124546304,91303.49123555997
2023-01-31,84736.08055669718,92648.77123733875
2023-02-01,85976.66890895381,93866.91801222607
2023-02-02,90468.48586678469,98293.11655807024
2023-02-03,89663.50032302928,98255.68454021153
2023-02-06,88408.59890325095,96842.01562294627
2023-02-07,91571.57660810939,99886.88878314424
2023-02-08,88592.91752208206,97377.43722964147
2023-02-09,86748.76963836538,95845.78606302713
2023-02-10,86628.8459559582,95818.00671067616
2023-02-13,88086.3046627559,97625.21032898127
2023-02-14,88075.97019972529,97525.18622210079
2023-02-15,88950.27744937019,98434.877677539
2023-02-16,87414.29656216536,96844.97764824172
2023-02-17,86385.91171067057,95791.02892538458
2023-02-21,84234.91970313594,93393.14113624918
2023-02-22,84144.50062903369,93371.25549684782
2023-02-23,84367.76418048659,93733.101287408
2023-02-24,82704.20946556675,91913.67181315181
2023-02-27,83264.43553580178,92549.32069891652
2023-02-28,83145.31624142942,92346.77245329675
2023-03-01,82492.78984598056,91400.63153057639
2023-03-02,83645.8219317147,92460.01091025662
2023-03-03,85588.37348178939,94875.59218360296
2023-03-06,86744.7326381636,96231.09907853467
2023-03-07,85633.374407821,94970.95976255243
2023-03-08,85940.55459851817,95397.2234655973
2023-03-09,84770.86504317904,94139.45135074167
2023-03-10,83443.70927763211,92724.03135016214
2023-03-13,84556.38284762189,94033.71428305523
2023-03-14,86600.83042015645,96049.74695835705
2023-03-15,87848.60679312224,97126.8945697744
2023-03-16,90865.75139100179,100066.80432059724
2023-03-17,91447.25730006132,100404.32882991969
2023-03-20,91013.82001044202,100326.47493170957
2023-03-21,92657.89236440127,101830.47028485835
2023-03-22,91752.3448247428,100899.83234964882
2023-03-23,93228.46382258697,102283.76113513041
2023-03-24,93765.18401759077,102999.13197231687
2023-03-27,92030.84246925543,101322.36880718288
2023-03-28,91352.94390460478,100711.41177956546
2023-03-29,92648.27432869238,102359.38267130866
2023-03-30,93191.13404519265,103152.11050142297
2023-03-31,95016.30896142664,105002.72433299717
2023-04-03,95335.05409801874,105417.71788308262
2023-04-04,95335.87357366139,105313.65171214154
2023-04-05,94586.95473350796,104356.42080263192
2023-04-06,96757.36054361491,106231.67512099278
2023-04-10,95408.77170134452,104753.74963909616
2023-04-11,94120.75335991321,103429.22594786038
2023-04-12,93845.94776478702,103137.09302663397
2023-04-13,96447.53929649515,106138.81504202512
2023-04-14,96400.1034978144,105904.68760515364
2023-04-17,95846.76082557504,105642.24060087952
2023-04-18,95595.76988161773,105698.37142035051
2023-04-19,95729.07818567246,106010.70506098024
2023-04-20,95623.6469949952,105668.72034552405
2023-04-21,95309.22128988696,105137.25887558049
2023-04-24,95094.08774505112,104907.31743231982
2023-04-25,93446.50789828981,103283.37650906503
2023-04-26,95658.86951314243,105496.76686478914
2023-04-27,98778.46494099709,108797.58611549059
2023-04-28,99212.73359546706,109417.44108042418
2023-05-01,98969.0772424617,109178.25813626536
2023-05-02,98170.08243381252,108441.25956670762
2023-05-03,97878.20430758438,108001.55510679302
2023-05-04,97440.16406347707,107426.17933266982
2023-05-05,99794.6461158891,110680.32034964324
2023-05-08,100260.27460266619,110905.51696622571
2023-05-09,99618.14196070703,110088.28889898822
2023-05-10,101899.54562875889,112135.5720070057
2023-05-11,103162.50262558463,112927.30378038708
2023-05-12,103127.09470980431,112679.00161957336
2023-05-15,102789.47675464848,112377.59176628749
2023-05-16,103924.14476898595,113204.6902544776
2023-05-17,104761.90961070388,113981.61238116457
2023-05-18,106316.87943862412,115628.07621529071
2023-05-19,106298.93680208795,115631.63511459906
2023-05-22,107081.80618556563,116055.62402736228
2023-05-23,105172.22352503763,114072.30135613267
2023-05-24,104597.81942432906,113703.33073497539
2023-05-25,106916.05971467137,115880.92125732743
2023-05-26,108507.02929362298,117653.70087809683
2023-05-30,108437.20390091847,117925.1424770479
2023-05-31,107885.42152100772,117454.71498124395
2023-06-01,109169.24927759882,119007.78161363772
2023-06-02,109931.00574856551,119777.42770818317
2023-06-05,110106.42858552765,119639.33927968921
2023-06-06,110162.54279325274,119521.48528743614
2023-06-07,107356.84777120814,117048.0010641233
2023-06-08,108013.15972583482,118088.4327571506
2023-06-09,108286.81217566968,118400.00149714181
2023-06-12,109826.5901305854,120148.9698775503
2023-06-13,110056.41495104023,120294.0308749855
2023-06-14,110471.81223065912,120802.20581943821
2023-06-15,112481.56800117857,122911.986941331
2023-06-16,111172.78028982294,121634.08379988052
2023-06-20,110598.50335686118,121122.77848926542
2023-06-21,109135.9420803509,119794.64113799349
2023-06-22,111192.4457668826,121963.81134619424
2023-06-23,110373.52940319032,121193.8680879332
2023-06-26,108187.70685405748,119246.95209129986
2023-06-27,109382.90875796558,120792.74810783536
2023-06-28,110323.16467472485,121691.26976694576
2023-06-29,109971.1573998338,121494.90081408077
2023-06-30,111603.33588057621,123617.95280693169
2023-07-03,111097.33894981901,122900.41178525514
2023-07-05,111468.82730892052,122936.32078341614
2023-07-06,111404.36947137715,123099.62374670985
2023-07-07,110550.13527493275,122169.62909991793
2023-07-10,108626.5739529007,120301.03531817335
2023-07-11,108809.20737803899,120344.17686462347
2023-07-12,110205.34514830213,121766.27995303468
2023-07-13,112682.04530331146,123753.57636651126
2023-07-14,113259.82133333216,124256.71066026174
2023-07-17,113734.97323652475,125232.22230168307
2023-07-18,114922.33716016241,126464.71758609815
2023-07-19,114187.82105721302,126092.90607036366
2023-07-20,112040.71381933332,123996.81833274326
2023-07-21,111733.74816198408,123452.96901199226
2023-07-24,112504.67498978786,124168.44915568277
2023-07-25,113521.6433449277,125221.22618881887
2023-07-26,114455.42920078442,125538.67159546632
2023-07-27,113446.40509102288,124364.75884223449
2023-07-28,115761.2511613352,126678.9794719615
2023-07-31,115644.78357195476,126631.11130814106
2023-08-01,115188.31965319219,126184.60794380923
2023-08-02,112659.15528292401,123604.2071760706
2023-08-03,112308.37041942081,123070.0972497624
2023-08-04,110539.94537032682,120176.61326296633
2023-08-07,111149.77502657555,120037.78375684109
2023-08-08,110854.27667325175,119889.95544241507
2023-08-09,109601.16678824852,118614.27875329036
2023-08-10,109643.87811135715,118623.84614551697
2023-08-11,109402.28451746007,118408.50754314933
2023-08-14,110587.24936008544,119623.45054784819
2023-08-15,109491.32986904633,118429.74843872395
2023-08-16,108917.97233909264,117852.69682409463
2023-08-17,108334.8308047342,116830.02399671792
2023-08-18,107707.17250687808,116507.84838938377
2023-08-21,108853.85344372556,117721.28555745198
2023-08-22,109406.7462345366,118380.43174972653
2023-08-23,111650.18282216555,120783.0658950262
2023-08-24,109147.90506812619,117950.93865291348
2023-08-25,109978.18723324104,119047.63046905026
2023-08-28,110703.15190906107,119860.9479777395
2023-08-29,113047.63745195724,122342.66951809933
2023-08-30,114180.5280742234,123796.1283650304
2023-08-31,114187.15246147133,123805.20047071253
2023-09-01,114471.25058126026,124338.3583928291
2023-09-05,115118.24308434644,124992.2556202396
2023-09-06,113297.42743386776,122438.78739421403
2023-09-07,112080.53948486352,120466.12344016723
2023-09-08,113014.08852109026,121353.55374105516
2023-09-11,113826.33360895263,122251.20398440573
2023-09-12,112048.44075695625,120256.60382467887
2023-09-13,112466.70771678511,120253.76399484083
2023-09-14,113471.62435525343,121309.77190300048
2023-09-15,112175.78910437088,120023.66475308777
2023-09-18,112897.29597729266,121053.69191219828
2023-09-19,113036.70974565824,121352.76365096103
2023-09-20,110206.30329881543,118510.78502695686
2023-09-21,108831.30090315222,117261.7611637551
2023-09-22,108671.72096659169,117240.0485419721
2023-09-25,109238.80116048866,117886.308955563
2023-09-26,107062.1511273059,115448.95748867023
2023-09-27,107365.74327565091,115361.25647718197
2023-09-28,108002.86660567317,115856.15296061688
2023-09-29,107960.1932974407,116012.51365769956
2023-10-02,110093.87254876818,118126.83039068677
2023-10-03,108373.73072522378,116435.37121359851
2023-10-04,110046.33024311099,117975.82211530322
2023-10-05,110310.24927540022,118415.13670639391
2023-10-06,112445.5075492165,120607.34694167507
2023-10-09,113284.32331144801,121547.29604592256
2023-10-10,112895.80496298989,121122.24691961441
2023-10-11,114333.79942735548,122483.76491825757
2023-10-12,113953.79515306868,122379.05801698907
2023-10-13,112729.33992789348,121085.42348737098
2023-10-16,113740.98702484225,121892.41141003954
2023-10-17,113510.80746752302,121401.91449715044
2023-10-18,112532.1920515644,120433.30544857259
2023-10-19,112531.54341215103,120398.96529632162
2023-10-20,110868.06159908159,118631.00439344562
2023-10-23,111438.78114895138,119118.34943079432
2023-10-24,112298.37389549163,119804.30269470792
2023-10-25,109382.08038643989,117820.20772218044
2023-10-26,106150.55056139601,114420.00811043775
2023-10-27,106607.88922798791,115056.34151389363
2023-10-30,108519.37186896635,116980.50050780985
2023-10-31,108596.68589484377,117157.17476143413
2023-11-01,110818.63489016972,119529.86225098316
2023-11-02,112127.01578869845,121196.35348426495
2023-11-03,112886.08160788225,121656.12691441928
2023-11-06,114168.67612337066,123147.1394286699
2023-11-07,115355.94592119718,124587.549450615
2023-11-08,116122.42145468725,125396.45991144374
2023-11-09,115283.59053667006,124667.58263797499
2023-11-10,117825.98613983786,127496.00094173245
2023-11-13,117023.07635573215,126543.27885851581
2023-11-14,118414.06790609968,128111.99529747962
2023-11-15,118845.52129205572,128514.14468513783
2023-11-16,120580.06181476986,130214.1195294059
2023-11-17,119425.00995308015,129242.82265630447
2023-11-20,120887.85688261561,130817.66007234475
2023-11-21,120463.7609893717,130224.80266180374
2023-11-22,121564.98277846348,131243.22596932467
2023-11-24,120709.4420025271,130398.66334650901
2023-11-27,120714.68511230682,130405.76091366386
2023-11-28,121511.73079761873,131188.9943681386
2023-11-29,120232.71429739452,130015.58764940994
2023-11-30,119631.45429976628,129747.00082026461
2023-12-01,119237.60606039781,129604.38709555479
2023-12-04,117510.83961786072,127924.42015564894
2023-12-05,119215.72711743871,129963.48403993415
2023-12-06,118298.63168849266,129012.1034595465
2023-12-07,121024.01670228472,131263.06403181245
2023-12-08,121108.2025737108,131725.80790109202
2023-12-11,119761.87228604435,130233.19550551737
2023-12-12,120178.58530591901,130922.55725054833
2023-12-13,120861.28153289529,132024.0299923557
2023-12-14,119792.09621336318,131055.63930278656
2023-12-15,120406.78580403395,131523.87283487455
2023-12-18,121241.94796483008,131803.8361420834
2023-12-19,121777.67782608516,132386.79585906296
2023-12-20,121557.68508431717,131724.15009084894
2023-12-21,122454.94913676148,132380.88702836566
2023-12-22,122653.19172032688,132326.01759023583
2023-12-26,122554.4502007243,132152.15422202292
2023-12-27,122179.30706924877,131909.16063152853
2023-12-28,122361.1024130326,132157.6936261282
2023-12-29,122065.40373573375,131777.7805420283
