Date,Equal_Weighted_Value,Custom_Weighted_Value
2020-05-28,54070.13084677218,56502.282499598274
2020-05-29,54430.574812084415,56769.3948674942
2020-06-01,54629.19426710758,57090.112715423646
2020-06-02,55015.08797029461,57476.321280847864
2020-06-03,55121.76098157724,57652.0984455907
2020-06-04,54403.13233911517,56976.28158786583
2020-06-05,55673.71561486768,58394.826506886944
2020-06-08,56001.79484659233,58741.05880777648
2020-06-09,56786.05848609185,59836.02032754564
2020-06-10,58139.651640090284,61375.56791790889
2020-06-11,55337.62256249396,58387.19877452384
2020-06-12,55787.440846381345,58869.2654128587
2020-06-15,56239.20882353611,59411.34663740583
2020-06-16,57534.91425225399,60850.56862567947
2020-06-17,57655.08509261853,60922.48203745958
2020-06-18,57624.82484437826,60975.81303064762
2020-06-19,57273.608069909256,60611.95471650166
2020-06-22,58652.023483118406,62131.30314881021
2020-06-23,59379.44880721814,63033.0040120582
2020-06-24,58208.18072350483,61826.153823993445
2020-06-25,58824.701929032024,62543.41651447578
2020-06-26,56760.823956760905,60525.10967752673
2020-06-29,57881.08495931844,61725.36074730028
2020-06-30,58823.41258220526,62640.589502251256
2020-07-01,59232.14770073117,62902.83145317379
2020-07-02,59765.037795599776,63290.31796546382
2020-07-06,61129.57239719009,64801.47708276353
2020-07-07,60697.20372895287,64390.801752992804
2020-07-08,61799.154726719644,65683.72104648843
2020-07-09,62238.28861660898,66094.48880671572
2020-07-10,62489.64984770984,66269.28767848737
2020-07-13,61387.697322162785,65271.715828199005
2020-07-14,61969.576038471925,66007.31724132552
2020-07-15,62026.85221529935,66170.29171809088
2020-07-16,61336.260782187936,65352.94445019293
2020-07-17,61216.73321288245,65203.59557775195
2020-07-20,63155.95403618847,67135.38638921334
2020-07-21,62475.233609187664,66332.82183011016
2020-07-22,62952.549646222025,66788.12820470893
2020-07-23,60439.716499303475,63986.0873052501
2020-07-24,60153.02998538487,63717.25483943122
2020-07-27,61164.349976767,64893.74660745699
2020-07-28,60302.73143701139,63967.18282788364
2020-07-29,61156.501897758535,64943.01280238204
2020-07-30,61586.033397688225,65447.348734059
2020-07-31,63174.074492807544,68551.01602489366
2020-08-03,64815.567073558625,70523.47670181336
2020-08-04,64497.73984042722,70351.4285019263
2020-08-05,64624.873301888045,70499.5842786373
2020-08-06,66098.04253735715,72314.64239092164
2020-08-07,65106.67054261137,71041.2830192162
2020-08-10,64967.61004426801,71118.58288654881
2020-08-11,63581.608807448625,69407.42285295059
2020-08-12,65273.6222267034,71405.93548407359
2020-08-13,65743.55407952593,72076.77061960322
2020-08-14,65571.3523747036,71951.13558406611
2020-08-17,65827.32632755174,72110.83811294124
2020-08-18,66708.63411354124,72911.85538203936
2020-08-19,66441.98168248255,72720.19797480015
2020-08-20,67902.49077838683,74332.62708768192
2020-08-21,68894.56721498234,76079.36207814008
2020-08-24,69381.09769467014,76698.6315665482
2020-08-25,69794.25414147122,76883.6898778263
2020-08-26,71168.18599804422,78271.6658359417
2020-08-27,71241.83588491523,78231.7418201392
2020-08-28,71606.66522210473,78514.5478235001
2020-08-31,71919.53098683209,79403.22354500557
2020-09-01,73435.2869553984,81417.4251072931
2020-09-02,74321.44103063841,81657.76588984964
2020-09-03,69535.67885770499,76035.74573141275
2020-09-04,68538.65640234736,75289.98434881671
2020-09-08,64932.964810154386,70986.19279597519
2020-09-09,67053.65705314762,73528.92223729356
2020-09-10,65391.76953352014,71509.36197896437
2020-09-11,64816.404423402506,70803.54026787689
2020-09-14,65511.91887003061,71944.5137540354
2020-09-15,66284.75566158432,72605.46075285434
2020-09-16,64906.44134380351,70927.04005414763
2020-09-17,63976.833880772596,69903.83759145008
2020-09-18,62519.98300004593,68196.72594755936
2020-09-21,63074.6897927971,69253.37482425118
2020-09-22,64348.01699762789,70585.57893597377
2020-09-23,62001.03449388951,67920.22317356437
2020-09-24,62678.66265360786,68662.89178987878
2020-09-25,64176.44051516044,70576.6089430193
2020-09-28,65145.1614776535,71776.19816450741
2020-09-29,64864.37031642873,71352.90874331939
2020-09-30,65504.40223129148,72203.74223480083
2020-10-01,66242.5194659465,72948.32549429532
2020-10-02,64398.76354603045,70808.36655150985
2020-10-05,65897.52549899521,72595.09734871962
2020-10-06,64329.84448538498,70780.26367027915
2020-10-07,65221.896469519954,71864.19119009038
2020-10-08,65640.74185821087,72146.17493435
2020-10-09,66963.32355348322,73574.06515605295
2020-10-12,69759.40885013102,77009.95176563779
2020-10-13,69332.76182078384,76165.27564389221
2020-10-14,69089.00540311579,75953.24177198029
2020-10-15,68755.26570508772,75601.58670174256
2020-10-16,68614.5951962838,75191.24339991032
2020-10-19,66913.23562130652,73310.20454722932
2020-10-20,67560.28994834702,74040.40049471194
2020-10-21,67960.23439987286,74187.58505140804
2020-10-22,68047.8739090968,74034.80630724446
2020-10-23,68421.76799548468,74188.81203808803
2020-10-26,67095.02657232608,73116.5940316324
2020-10-27,67939.78167896987,74074.78610498608
2020-10-28,64520.88725670786,70441.87567234003
2020-10-29,66190.17337139293,72389.23430444379
2020-10-30,65551.11401856749,70673.79786394036
2020-11-02,65628.93899309366,70701.72243595976
2020-11-03,66695.52695721664,71860.06664292714
2020-11-04,70029.56375534802,75242.46379738557
2020-11-05,71825.06160005232,77441.06915060294
2020-11-06,71806.34549944206,77417.48346472865
2020-11-09,70781.13670057686,76106.08586873703
2020-11-10,69595.39608711548,75015.23500145756
2020-11-11,71035.55931021862,76826.65014254051
2020-11-12,70798.93704697677,76579.71517923629
2020-11-13,71324.6925465913,76968.59571800035
2020-11-16,71634.83204051976,77396.3617581611
2020-11-17,70983.21959189673,76699.61710865101
2020-11-18,70119.43270337523,75776.37942375874
2020-11-19,70629.36159719224,76272.60860054316
2020-11-20,69849.33362808685,75443.58363707866
2020-11-23,69007.57385653979,74214.86749144981
2020-11-24,70168.68501156034,75354.70306673771
2020-11-25,70347.48132654396,75639.06520019617
2020-11-27,70914.02642973157,76162.179537759
2020-11-30,70853.89449068546,76564.47880315689
2020-12-01,72369.49249877511,78331.75658746995
2020-12-02,72744.37996254639,78613.71986292342
2020-12-03,72547.99433605376,78418.31332382382
2020-12-04,72451.30402046411,78227.96289468287
2020-12-07,72650.61710124351,78642.4836304258
2020-12-08,72892.30610204935,78982.68452183378
2020-12-09,71461.87718734016,77403.47221868468
2020-12-10,71466.70292565395,77638.22672918747
2020-12-11,71712.68230031585,77742.74539805873
2020-12-14,71391.43572093097,77448.01954269836
2020-12-15,72695.447843558,79458.09302704892
2020-12-16,73211.45007548037,79974.55020153652
2020-12-17,73165.31408429817,80116.48707347033
2020-12-18,72486.24882184593,79259.06040581042
2020-12-21,73344.62621269378,80261.97593530673
2020-12-22,73986.69047462214,81417.61157058243
2020-12-23,73607.9139668488,80890.97415249741
2020-12-24,74073.38109524129,81448.35758521892
2020-12-28,75768.12176001807,83521.16552490891
2020-12-29,75110.26365919181,82722.3667504626
2020-12-30,74314.51350443326,81893.76880157336
2020-12-31,74440.24188643883,81814.99851807379
2021-01-04,72923.86725880486,80034.32730297925
2021-01-05,73443.86910267676,80681.32100977008
2021-01-06,71743.43416284653,78536.56178454772
2021-01-07,73954.3087361755,81016.16076818392
2021-01-08,74643.6322810044,81728.3931570806
2021-01-11,73248.96285486965,80162.8723810994
2021-01-12,72665.29915410014,79651.70544445886
2021-01-13,73354.14526329169,80544.75001415037
2021-01-14,72380.49884336203,79414.16762717094
2021-01-15,71961.32576240099,78797.30884053976
2021-01-19,73308.3525658606,79951.03078896097
2021-01-20,76312.25973538675,82996.57137880583
2021-01-21,77371.39465398634,84623.78141408763
2021-01-22,78013.40032095075,85490.01480548555
2021-01-25,79168.96486950132,87095.26626451108
2021-01-26,79725.64183879859,87612.83867054377
2021-01-27,78346.85273207849,86523.26032388037
2021-01-28,78601.23829409142,86007.72038325993
2021-01-29,76491.16785607052,83405.94325131779
2021-02-01,78674.52495578627,85524.26483400125
2021-02-02,79186.25094544784,86015.61226821695
2021-02-03,81287.80899087904,87309.91879539132
2021-02-04,81806.24450820718,88283.11435220664
2021-02-05,82210.57476583755,88469.80775960509
2021-02-08,82214.6414044231,88511.40623483517
2021-02-09,82061.37947572923,88285.3014627237
2021-02-10,81976.26510297168,88075.22788801683
2021-02-11,82141.44575117709,88191.53785508376
2021-02-12,82328.4062901981,88377.01525747353
2021-02-16,81947.21252043828,87657.98094667807
2021-02-17,81686.83895212665,87065.09697869237
2021-02-18,81241.31803205426,86539.98135637256
2021-02-19,80742.86209011143,86153.32746553955
2021-02-22,78774.13661122948,83891.789832404
2021-02-23,78681.0207654949,83759.96798722705
2021-02-24,79020.25409596437,83920.78554393612
2021-02-25,76621.91698569593,81317.91509420873
2021-02-26,77132.5247761585,81817.87868356475
2021-03-01,79628.80290765059,84888.97567530676
2021-03-02,78663.88636442756,83629.70380334069
2021-03-03,76641.07892923735,81500.17260273184
2021-03-04,76429.97639749366,80949.14988307102
2021-03-05,78041.66404921764,82407.99884860379
2021-03-08,75373.58275455462,79537.50916081562
2021-03-09,77512.18231364296,82085.0217872975
2021-03-10,77072.2191212978,81531.97966253762
2021-03-11,78828.72114996299,83215.7403940433
2021-03-12,77843.21807772266,82352.7385796261
2021-03-15,78430.5525826422,83296.94118230573
2021-03-16,79461.34371796797,84375.09718351117
2021-03-17,79194.60689546363,84018.10158781934
2021-03-18,76823.9073979754,81430.44262560221
2021-03-19,76739.31358653726,81254.13758309874
2021-03-22,78137.50936923742,83032.07411731569
2021-03-23,78270.04359367122,83000.92350812975
2021-03-24,77403.13387945716,81877.43264172474
2021-03-25,77167.7843459668,81721.83211264588
2021-03-26,77660.55443711951,82306.6137811387
2021-03-29,77832.51735664449,82409.47866053657
2021-03-30,77148.80501476336,81552.90213445766
2021-03-31,78267.87501014282,82859.6806607439
2021-04-01,80028.32235627748,84382.14226497686
2021-04-05,82513.96655858512,86785.49766575149
2021-04-06,82327.83136096485,86689.97732221159
2021-04-07,83290.95864713399,87718.0648404165
2021-04-08,84338.50827514767,89003.74465786076
2021-04-09,85449.29897672968,90339.2001507359
2021-04-12,84752.2896818705,89540.53848015652
2021-04-13,85847.24905243676,90977.82976621643
2021-04-14,84856.39987852478,89758.44392642762
2021-04-15,86365.08150877028,91357.0170702884
2021-04-16,86398.38314870962,91352.52894674
2021-04-19,86411.88807074625,91429.93280788933
2021-04-20,85853.67013389278,90706.67976434961
2021-04-21,86186.30077936356,91078.73952923642
2021-04-22,85148.95308096713,89982.53814466042
2021-04-23,86697.59682081005,91590.67326733981
2021-04-26,86953.56178067402,91848.76643107171
2021-04-27,86691.33243087788,91629.83002522396
2021-04-28,86558.25921447227,91120.57592147497
2021-04-29,86716.71979359187,91126.81266131597
2021-04-30,85767.23408288843,90102.5334795161
2021-05-03,85839.24584878581,90358.5516295277
2021-05-04,83921.69509221245,88042.21231487546
2021-05-05,83923.66511379484,88048.20157561082
2021-05-06,84924.71053374805,89132.98188368102
2021-05-07,85561.55406836084,89773.90700043629
2021-05-10,83499.34456267921,87592.94117679332
2021-05-11,82922.69809498558,87001.59971067996
2021-05-12,80571.73663787577,84615.27065191642
2021-05-13,81857.29683926296,86022.8798708653
2021-05-14,83577.592483203,87800.9429440701
2021-05-17,83115.09891794398,87160.46294421544
2021-05-18,82246.09058852671,86244.97581395648
2021-05-19,82388.20093974406,86322.56499697983
2021-05-20,83773.39214866847,87856.81427086421
2021-05-21,83057.43033217013,86970.3844409166
2021-05-24,84867.03532013117,88653.69012708779
2021-05-25,84950.48228542597,88697.37092116782
2021-05-26,85122.4538169296,88786.51550462136
2021-05-27,84315.15212987913,87874.65126062585
2021-05-28,84137.21380613638,87635.44024010551
2021-06-01,84096.3516370027,87460.24935852093
2021-06-02,84136.29404932844,87646.31677819647
2021-06-03,83342.88188196994,86774.47454386689
2021-06-04,84989.93691688242,88477.9928902923
2021-06-07,85436.66523982077,88865.68401021935
2021-06-08,85441.77800577966,89003.33056617728
2021-06-09,85757.25017370755,89318.61320841334
2021-06-10,86262.12728881958,89547.69141419783
2021-06-11,86559.29994910928,90019.55899895812
2021-06-14,87714.35081579194,91473.85572337812
2021-06-15,87108.99781279554,90864.55727527467
2021-06-16,86958.36910343701,90843.05956998316
2021-06-17,87953.08321057193,91934.19674405597
2021-06-18,87098.90656388437,91068.36453595673
2021-06-21,88277.77305372964,92305.57187545876
2021-06-22,89099.25626315245,93273.81424741924
2021-06-23,88960.93880601606,93120.02949268509
2021-06-24,89145.9139663998,93225.4472676252
2021-06-25,88895.0809181831,92946.79386376074
2021-06-28,89687.19251419476,93923.32272373156
2021-06-29,90264.87263809929,94704.02313229856
2021-06-30,90303.43893743616,94842.13116539567
2021-07-01,90536.87733111494,95078.14442788743
2021-07-02,92493.84416648696,97081.97288102267
2021-07-06,93178.28477236765,97942.03014405388
2021-07-07,94059.7712462915,99105.59335146648
2021-07-08,93135.71248157718,98159.03631206062
2021-07-09,93717.00611180234,98929.46082420484
2021-07-12,93878.62525075056,98885.00039102277
2021-07-13,94628.69929500314,99723.59162169964
2021-07-14,95782.47073317229,101228.44335109802
2021-07-15,95165.04972906156,100647.47703923001
2021-07-16,94678.18777041532,99903.48847588788
2021-07-19,92813.8288513469,97783.40152827732
2021-07-20,94280.56782777836,99554.05222410682
2021-07-21,94686.86456643906,99732.34088308529
2021-07-22,95738.31260248422,100852.90489546642
2021-07-23,97656.11444539524,102552.22565538125
2021-07-26,97930.26159660312,102792.04570588974
2021-07-27,96640.43805491505,101430.98420789413
2021-07-28,97235.87403644362,101423.50869271706
2021-07-29,97339.74741836231,101636.95509314306
2021-07-30,96957.5364175809,101387.15633912846
2021-08-02,96902.70380205041,101278.65341287575
2021-08-03,97757.70906544417,102280.78501119207
2021-08-04,97476.60584162659,101997.21424055402
2021-08-05,98113.04417449312,102526.85058203059
2021-08-06,97827.2212429861,102198.89241448292
2021-08-09,97970.92028913766,102238.57937849105
2021-08-10,97622.0402866624,101850.2354719421
2021-08-11,97612.49748979269,101916.963697957
2021-08-12,98831.17596596906,103417.14022131094
2021-08-13,99351.31449163475,103895.94970199512
2021-08-16,100137.83026033174,104873.80204475505
2021-08-17,99362.45891108779,104138.84689475824
2021-08-18,98021.32142108418,102435.06326382709
2021-08-19,98831.750780573,103227.41609081646
2021-08-20,100433.69638720991,104809.87752795988
2021-08-23,101445.27367612161,105775.77601891482
2021-08-24,101494.19335957809,105716.81803275818
2021-08-25,101336.8949727016,105330.12615019812
2021-08-26,100671.77451226077,104638.81939489255
2021-08-27,101591.77112688473,105460.15721290429
2021-08-30,103196.98577779315,107558.46581364411
2021-08-31,102738.88983058141,106939.56930859487
2021-09-01,103009.1793760326,107250.27645608016
2021-09-02,102732.49791525216,107293.78028960383
2021-09-03,102984.36867266659,107587.42408141108
2021-09-07,103535.85871017571,108398.75060403132
2021-09-08,103050.27869231068,107766.88078839889
2021-09-09,102445.43260545334,107064.3406374468
2021-09-10,100504.14356102695,104728.38583979289
2021-09-13,101125.95168703717,105284.80176612025
2021-09-14,101171.62840758036,105110.56684399785
2021-09-15,102390.62137051173,106240.529609731
2021-09-16,102186.7916734128,106076.25352824661
2021-09-17,100298.2768581542,104130.19949300463
2021-09-20,98469.09417440905,102130.03438319005
2021-09-21,98711.54633110322,102403.29865442398
2021-09-22,99984.57888363546,103845.32926892623
2021-09-23,100539.43606684319,104434.50121725246
2021-09-24,100773.56432516014,104592.3068280395
2021-09-27,99567.93404841796,103329.48882001957
2021-09-28,96343.14466868527,100209.6211278345
2021-09-29,96256.63452931344,100367.49614592633
2021-09-30,95561.06688239954,99578.44087358651
2021-10-01,97314.38942406545,101171.05634000634
2021-10-04,95159.09407530086,98870.19189862398
2021-10-05,96802.12526026803,100511.72620673901
2021-10-06,97857.53046082947,101510.84128998726
2021-10-07,98741.10734913583,102397.68289459075
2021-10-08,98784.02263040816,102340.77202340268
2021-10-11,98488.76144600696,102116.38924906233
2021-10-12,97456.72782312511,101148.63289456414
2021-10-13,97969.17458211395,101457.55217752562
2021-10-14,100186.5676033506,103671.47326454664
2021-10-15,100649.8403792204,104242.75851329172
2021-10-18,101720.24021744926,105382.67637773522
2021-10-19,102444.28784326377,106341.74292254215
2021-10-20,102118.22525626558,106217.58797568468
2021-10-21,102567.45742864833,106660.67351584528
2021-10-22,101169.90705452759,105564.6577877731
2021-10-25,101016.91213851047,105423.04785613473
2021-10-26,101843.3602264815,106152.98020979586
2021-10-27,104849.8165233235,108379.99155544386
2021-10-28,105762.81250003536,109798.38826575877
2021-10-29,106443.99690409226,109870.75776453369
2021-11-01,104914.06678815935,108663.87593988904
2021-11-02,106033.84832178435,109715.78588289446
2021-11-03,106755.74260691601,110515.14009605812
2021-11-04,107296.43967421398,110815.71185741194
2021-11-05,107525.18196073135,111064.04439118656
2021-11-08,107468.44869431338,110874.60713456293
2021-11-09,107418.95751727655,110891.55781527901
2021-11-10,105456.5546770882,108868.55460115412
2021-11-11,105587.2769985173,108992.12250145746
2021-11-12,107249.07928413237,110630.80229182247
2021-11-15,107128.10227037234,110536.77684720696
2021-11-16,107593.1342701951,111158.89916047122
2021-11-17,108250.35464392707,112123.7530409803
2021-11-18,109945.43897633828,114208.1426300929
2021-11-19,110542.11378917759,115223.24728659826
2021-11-22,109648.40030225166,114655.36414686833
2021-11-23,109375.75995546828,114495.07125866432
2021-11-24,109604.8341778629,114759.52721783333
2021-11-26,106573.25654472763,111484.91833562896
2021-11-29,108935.58012009806,113934.23832526481
2021-11-30,108524.21017447543,114550.99115537074
2021-12-01,108136.72179626534,114177.7212679062
2021-12-02,108340.59915896949,114076.51118799574
2021-12-03,106963.3163288688,112580.79401174228
2021-12-06,108370.63212465089,114306.6092447337
2021-12-07,111656.11555930013,117907.3225654354
2021-12-08,112741.371079363,119402.57488160142
2021-12-09,112280.99854202222,118936.98932105249
2021-12-10,114482.1374556034,121672.57021176248
2021-12-13,112782.58581985711,119722.6111326463
2021-12-14,110761.03514580366,117756.73920336025
2021-12-15,113173.24953990664,120528.93348640912
2021-12-16,110078.7611586006,116780.67206969681
2021-12-17,109025.00960140601,115842.60529638182
2021-12-20,108262.9905143933,114935.37152957176
2021-12-21,110259.71132751858,117130.51531809077
2021-12-22,112240.15843077106,119142.62279285779
2021-12-23,112671.95602556743,119601.15435187714
2021-12-27,114658.69528060604,121968.15402984826
2021-12-28,113989.21233051566,121287.08237830736
2021-12-29,114077.94992361972,121386.89220726462
2021-12-30,113417.47841635512,120632.29599640182
2021-12-31,112600.8763508184,119876.57576209295
2022-01-03,113400.30979052554,121230.49212401068
2022-01-04,112118.06100920113,119738.5603606979
2022-01-05,107974.77631766595,115668.45746345117
2022-01-06,107082.37302175307,114424.19773073772
2022-01-07,106946.55883767114,114376.88779615315
2022-01-10,107406.75181994522,114684.5497379566
2022-01-11,108363.87322769986,115901.08864810313
2022-01-12,109272.03315288245,116694.31684182594
2022-01-13,106305.08268704746,113633.20855937395
2022-01-14,107342.42109667603,114674.05851913201
2022-01-18,104902.14748966954,112180.78687606294
2022-01-19,104018.88446841642,110931.69444605176
2022-01-20,102998.14301093189,109870.92675630367
2022-01-21,101164.50613586542,108073.65756426305
2022-01-24,101156.28269932758,107923.1024281384
2022-01-25,98878.51705864967,105809.46720937446
2022-01-26,100395.76216889896,107067.22585686526
2022-01-27,100591.24661365089,107210.7152470647
2022-01-28,105002.10872249419,112576.733282581
2022-01-31,106737.83590288299,114674.97514891606
2022-02-01,107064.70067878152,114770.35187614203
2022-02-02,110544.43791857295,117425.7090837454
2022-02-03,107270.55781459216,114292.69808701766
2022-02-04,107817.90784364371,114762.95771035951
2022-02-07,106053.23737268195,113302.98653175848
2022-02-08,107180.39623104961,114789.12991435367
2022-02-09,108818.83610239721,116378.22902540478
2022-02-10,106172.30323014254,113525.89023599282
2022-02-11,103490.26661016505,110841.03119584215
2022-02-14,103854.13796421445,111120.6835850118
2022-02-15,105574.03398736275,113202.67929877837
2022-02-16,105775.05740360881,113271.63566573942
2022-02-17,102661.84847776497,110216.87888096462
2022-02-18,101460.6089802966,109027.59339055553
2022-02-22,100680.6468849389,107934.1603877057
2022-02-23,98368.30868477523,105329.83766499328
2022-02-24,101902.01254393713,108665.34637198878
2022-02-25,103108.75987686132,109960.45775716176
2022-02-28,103488.86822757716,110312.43934935518
2022-03-01,102390.1305263437,109083.14837302131
2022-03-02,103828.99592654352,110870.44323220334
2022-03-03,103095.29977581298,110176.76946143912
2022-03-04,101247.44745744273,108157.82558623794
2022-03-07,97757.69943704004,104742.91189415813
2022-03-08,97206.90390911959,103907.00976312146
2022-03-09,101436.80110822158,108187.32038961198
2022-03-10,99925.49860085685,106228.70250469865
2022-03-11,97841.70417786851,103932.30626106577
2022-03-14,95568.396751972,101520.49628093452
2022-03-15,98569.2408312116,104730.31219881408
2022-03-16,101389.2248218843,107703.76089739676
2022-03-17,101844.24249492175,108232.66914917494
2022-03-18,103733.48890095176,110307.57026774701
2022-03-21,103876.44460233489,110634.68531089781
2022-03-22,106122.04222889886,112941.29380238077
2022-03-23,105478.86074691139,112639.80488088574
2022-03-24,107655.62453782046,114974.24704881654
2022-03-25,107765.66026515512,115157.67388490714
2022-03-28,108721.83171015524,116210.93525424159
2022-03-29,110233.6607809462,118023.77460278726
2022-03-30,109662.55565196539,117363.45334068622
2022-03-31,107626.99889306886,115222.94497790122
2022-04-01,107973.91284634161,115427.88609863105
2022-04-04,110196.6822878372,117881.11825408072
2022-04-05,108412.32799328394,115912.90607138227
2022-04-06,105383.50659404456,112903.96733554591
2022-04-07,105496.54954656225,113108.23367828161
2022-04-08,103891.26143847484,111506.33417976277
2022-04-11,100482.27202911663,108017.76794979995
2022-04-12,100204.17256872795,108090.64685767207
2022-04-13,101978.45160926161,109982.0093888352
2022-04-14,99210.39217007824,106903.50043801872
2022-04-18,99494.9089894041,107071.12560524937
2022-04-19,101134.05793280405,108765.34943175463
2022-04-20,100714.49113419194,108501.88151351552
2022-04-21,99055.52180840247,107061.58545366516
2022-04-22,95969.63523772324,103908.33296630433
2022-04-25,97885.57910842691,105616.6866301003
2022-04-26,94274.33617212194,101701.02588492911
2022-04-27,94586.48936622342,102347.592449487
2022-04-28,97890.07095833363,106110.48189562338
2022-04-29,94116.40713654933,102047.233837318
2022-05-02,95643.80393162012,103356.66150795222
2022-05-03,95854.4803107926,103693.89023391032
2022-05-04,99436.25287943325,107596.16187118817
2022-05-05,94585.53912616473,102179.8141808466
2022-05-06,94231.33801603988,101998.6095964863
2022-05-09,91150.36281247376,98605.2432835475
2022-05-10,92713.65377708057,100279.90031496488
2022-05-11,89871.11136007564,96542.58190964136
2022-05-12,88267.54221168999,94537.40700146781
2022-05-13,90707.50188397913,97224.18164604685
2022-05-16,90010.51668273186,96478.81536931601
2022-05-17,91915.34664438872,98635.93963957157
2022-05-18,87588.72546898804,93731.58217051301
2022-05-19,86365.85708740195,92218.82340382498
2022-05-20,85965.25048494895,91989.38201431588
2022-05-23,88711.5788130047,95154.46859172506
2022-05-24,86562.93943350922,93185.51536961214
2022-05-25,86873.20945905914,93521.8746850017
2022-05-26,88461.8014292568,95319.2836866875
2022-05-27,91715.14707221261,98851.20020310117
2022-05-31,91791.87520137789,98692.71178176888
2022-06-01,91862.02044196022,98732.07585605653
2022-06-02,93622.56159706559,100443.62676098308
2022-06-03,91083.4771884521,97480.5695486933
2022-06-06,91703.62222907458,97985.82131225649
2022-06-07,92753.80312264716,99312.7729429554
2022-06-08,92372.47737890587,98841.36223854269
2022-06-09,90005.79338811469,96050.31692004453
2022-06-10,86549.9945309238,92296.46860823342
2022-06-13,82984.14970527767,88563.37925703579
2022-06-14,83507.33848385315,89157.21288956059
2022-06-15,85690.1576562088,91358.54372506267
2022-06-16,82816.32373716428,88187.04174191815
2022-06-17,83725.69845180982,89169.6520506796
2022-06-21,86472.53378250399,92020.5653610777
2022-06-22,86278.3230351498,91768.78534309867
2022-06-23,87744.41426030111,93506.0927785215
2022-06-24,90954.23552311727,96565.5251383232
2022-06-27,90085.65296862938,95910.86000982742
2022-06-28,87245.89172889211,92935.1773499545
2022-06-29,87973.81074538782,93900.48931296573
2022-06-30,86339.74174816038,92222.39491469902
2022-07-01,87053.55814751066,93225.83180450393
2022-07-05,89176.10133075438,95236.52939757472
2022-07-06,90185.19631883898,96279.36010182078
2022-07-07,92258.8665022782,98380.04665487226
2022-07-08,92466.7726201572,98625.08791418187
2022-07-11,90699.61040124875,96941.46022374899
2022-07-12,89234.39581051636,95803.28938019238
2022-07-13,88351.80515859394,95125.97159482476
2022-07-14,88852.74063686396,96085.29365565431
2022-07-15,89877.97099163913,97180.38737547418
2022-07-18,88234.87170384833,95419.10189240718
2022-07-19,90921.03907617136,98125.12180560477
2022-07-20,91674.4146741854,99114.25567269124
2022-07-21,92553.1640585497,100230.23935866296
2022-07-22,90043.41871852675,98186.04156095287
2022-07-25,89536.50121134405,97578.76888314182
2022-07-26,87782.74255914858,95912.36016476869
2022-07-27,92980.74686345528,100946.24555206897
2022-07-28,94294.02368718403,102197.991380169
2022-07-29,96395.00764700663,104729.75420592084
2022-08-01,95481.53772526614,103839.1096684032
2022-08-02,94895.56261474844,103048.28381136122
2022-08-03,97796.42683326616,106407.58743667987
2022-08-04,97900.18560702307,106458.29000102752
2022-08-05,97570.92228935917,106171.32599168218
2022-08-08,97131.69951031497,105694.90589644409
2022-08-09,97185.26729048647,105814.15070316244
2022-08-10,99673.77679854831,108528.48205289566
2022-08-11,99041.95359259883,107891.10989912762
2022-08-12,101100.71893116468,110114.03820734267
2022-08-15,101605.03806674619,110711.6721125802
2022-08-16,101380.61801798166,110505.59877020412
2022-08-17,100991.37336958492,110513.11710200446
2022-08-18,100955.92274308974,110370.24079530496
2022-08-19,99152.59317097106,108534.39720675074
2022-08-22,96583.76715680456,105778.82338919933
2022-08-23,96259.49889481897,105451.45255413484
2022-08-24,96193.71722409915,105440.18007040511
2022-08-25,97862.80058122496,107126.91677991721
2022-08-26,93609.688315063,102708.52726926436
2022-08-29,92589.4605213931,101505.4885541123
2022-08-30,91718.71202892414,100380.1567909511
2022-08-31,91017.12483237364,99541.93743856275
2022-09-01,91461.88972109805,99933.6106215172
2022-09-02,90013.74108978694,98409.62367259237
2022-09-06,89148.63817734801,97491.61504538383
2022-09-07,90726.04477764662,98983.60941044975
2022-09-08,90189.9118440955,98363.53906324245
2022-09-09,92076.73541160696,100380.1826863907
2022-09-12,93571.0494315363,102600.38217287675
2022-09-13,88185.99160567754,96687.32034256276
2022-09-14,88685.31208564609,97301.78201211593
2022-09-15,86735.60811962915,95201.85802294181
2022-09-16,86312.41072812054,94585.29126616307
2022-09-19,87083.77274326503,95795.71213731055
2022-09-20,86749.22166416794,95944.0128128465
2022-09-21,85213.92882513086,94203.32170400124
2022-09-22,85520.20909884505,94306.33866982149
2022-09-23,84328.5574428043,92970.25682004874
2022-09-26,84174.29403469528,92912.89002898996
2022-09-27,84044.14638091507,92969.02570972273
2022-09-28,84974.62933282352,93417.00145809184
2022-09-29,82419.29343804129,90216.55804997789
2022-09-30,80562.76059264356,88009.50950462699
2022-10-03,83132.04292916037,90801.79515068038
2022-10-04,85621.82187785013,93438.4936593211
2022-10-05,85658.14956892632,93531.8494160081
2022-10-06,85190.02134596455,92948.78681884002
2022-10-07,81936.10991935275,89322.07403580358
2022-10-10,81191.66303667454,88707.97998983749
2022-10-11,80272.74044555014,87684.09091672696
2022-10-12,80294.50443740231,87590.4419535614
2022-10-13,82612.23205374906,90320.09688252474
2022-10-14,80361.7118077029,87751.20604389379
2022-10-17,83139.10222086508,90681.92646392876
2022-10-18,83734.80771340035,91364.78775786213
2022-10-19,83204.00045546831,90960.87048859822
2022-10-20,83169.34406921871,90836.30282134989
2022-10-21,84942.04458223056,92964.990910057
2022-10-24,86350.24676033744,94499.52989190935
